!,,,,,,,,+++,---,,,,---,---,,,+++,,,,
@@,act_id,agent,action,act_object,act_target,start,end,site_information,narrative_time,discussion,source,page,source_status,fictionality,commentary,note,id_lang,created,created_by,last_modified,last_modified_by
->,A00657,P0058->AG0057,AT01,PS00378->W0207,,1966,1967~,,,the text is about the author's experience when he was a student at the Beijing No. 4 High School. He encountered the May 17 Notification and took part in the Red guards raging the campus and households. He wrote that beating people to death was entirelyrmal at that time and lots of people also suicided->the text is about the author's experience when he was a student at the Beijing No. 4 High School (SP0005.) He encountered the May 17 Notification and took part in the Red guards raging the campus and households. He wrote that beating people to death was entirelyrmal at that time and lots of people also suicided,SS00027->W0427,ONLINE SOURCE,2,,,Added by unknown transferred without rechecking requires further checks,en,2019-01-07,DM,2019-01-07->2021-01-02,DM->MG
->,A00658,P0348->AG0310,AT01,PS00379->W0208,,1971~,1971~,,,He was reading the book before he was arrested.,SS00270->W0514,168f,2,,,,en,2019-01-08,DM,2019-08-24->2020-04-04,WH->DP
->,A00659,P0133->AG0118,AT01,PS00380->W0209,,1979,1979,SP0446,,The author and his classmates in middle school founded a private study group and they used to read a lot of books they could reach at that time.,SS00154->W0476,532,2,,,,en,2019-01-08,DM,2019-08-24->2021-01-02,WH->MG
->,A00670,P0106->AG0103,AT05,PS00380->W0209,,1972,1976,SP0055,,The author mentions it among others as an important reading for him and his zhiqing fellows.,SS00007->W0421,573,2,,,,en,2019-01-08,DM,2019-08-24->2021-01-02,WH->MG
->,A00671,P0029->AG0029,AT01,PS09999->W0414,,1966?,1966?,SP0442,,From a private collection of his (Wu Hong's) mother. Wu Hong has discovered this author himself. Wu Hong refers to his readings during the period right before the CR ( and when his parents were often absent from home) as peculiar. Till the present day Wu Hong finds it difficult to access what he has obtain from his readings at that time,SS00029->W0428,116f,2,,unknown work by: P0449->unknown work by: AG0411,,en,2019-01-08,DM,2019-01-08->2021-01-02,DM->MG
->,A00672,P0031->AG0031,AT05,PS00381->W0210,,1969..,1969..,SP0002,,Huang got in to the Sichuan Second Prison in 1969 Summer due to his diary. He was sent to labor reform and he met Zhu Shixian 朱时贤 there. The text is about their lives in the prison. They recall and read many literature in the prison. Zhu suicided in the prison. While Zhu Shixian's 朱时贤 dead body was being checked Huang recalled the soviet book’s title,SS00109->W0436,ONLINE SOURCE,2,,,,en,2019-01-08,DM,2019-08-24->2020-04-04,WH->DP
->,A00673,P0108->AG0105,AT01,PS00382->W0211,,1974~,1974~,SP0436,,This work supported the process of alienation towards her parents and giving Xu a more rebellious edge,SS00045->W0432,159,2,,,,en,2019-01-08,DM,2019-08-24->2021-01-02,WH->MG
->,A00674,P0020->AG0020,AT01,PS00382->W0211,,1966,1976,,,unknown,SS00006->W0420,134,2,,,Transferred without rechecking requires further checks,en,2019-01-08,DM,2019-01-08->2020-04-04,DM->DP
->,A00675,P0238->AG0214,AT01,PS00382->W0211,,1966,1966,,,unknown,SS00205->W0495,94,2,,,Transferred without rechecking requires further checks,en,2019-01-08,DM,2019-01-08->2020-04-04,DM->DP
->,A00676,P0106->AG0103,AT01,PS00382->W0211,,->1968?,->1974?,SP0055,,Some educated youth exchanged and read this book and if they were inquired about by the local cadres they answer would be 'two line struggle' and the author of the book is the uncle of Marx. And those cadres would care no more because they knew nothing about it.,SS00007->W0421,574,2,,,Transferred without rechecking requires further checks,en,2019-01-08,DM,2019-01-08->2021-01-02,DM->MG
->,A00677,P0029->AG0029,AT01,PS09999->W0414,,1966?,1966?,SP0442,,From a private collection of his (Wu Hong's) mother. Wu Hong has discovered this author himself. Wu Hong refers to his readings during the period right before the CR ( and when his parents were often absent from home) as peculiar. Till the present day Wu Hong finds it difficult to access what he has obtain from his readings at that time,SS00029->W0428,116f,2,,unknown work by: P0288->unknown work by: AG0264,,en,2019-01-08,DM,2019-08-24->2021-01-02,WH->MG
->,A00678,P0150->AG0130,AT05,PS00382->W0211,,1966,1976,,,Perry Link mentions that The Red and the Black ‘became well known and an intensely sought prize during the Cultural Revolution when Jiang Qing listed it with seven other works as highly recommended reading.’ This explains the post-CR success of the book.’,SS00075->W0434,170,2,,,Transferred without rechecking requires further checks,en,2019-01-08,DM,2019-01-08->2020-04-04,DM->DP
->,A00679,P0139->AG0124,AT05,PS00383->W0212,,1966,1976,,,Xiao Xiao mentions it as one of the most important neibu books of the CR,SS00152->W0474,7-10,2,,,,en,2019-01-08,DM,2019-08-24->2020-04-04,WH->DP
->,A00680,P0020->AG0020,AT01,PS00383->W0212,,1966,1976,,,Gao Hua mentioned this book as one those that informed his opinion about the real life in the Soviet Union,SS00006->W0420,134,2,,,,en,2019-01-08,DM,2019-08-24->2020-04-04,WH->DP
->,A00681,P0046->AG0045,AT01,PS00384->W0213,,1970~,1970~,,,Xie read the book to kill time while isolated examination.,SS00120->W0447,ONLINE SOURCE,2,,,,en,2019-01-08,DM,2019-08-24->2020-04-04,WH->DP
->,A00682,P0999->AG0626,AT31,PS00603->W0382,P0003->AG0003,1970?,1970?,,,The author teaches a young man these poems and the young man writes them down.,SS00185->W0486,112,2,,,,en,2019-01-08,DM,2019-06-20->2020-04-04,WH->DP
->,A00683,P0138->AG0123,AT05,AW09999->W0554,,..1966,..1966,,,At that time Chinese painting lovers liked the style of Russia and the former Soviet Union.,SS00111->W0438,197,2,,unknown work by: P0453->unknown work by: AG0415,,en,2019-01-08,DM,2019-08-24->2020-04-04,WH->DP
->,A00684,P0137->AG0122,AT04,AW09999->W0554,,1966..1976,1966..1976,,,Fan Qian and his friend introduced these western painters to the guard teacher in the group of fine arts,SS00163->W0485,350f,2,,unknown work by: P0453->unknown work by: AG0415,,en,2019-01-08,DM,2019-08-24->2020-04-04,WH->DP
->,A00685,P0020->AG0020,AT05,PS00386->W0215,,1966,1976,,,Obtained: From Teacher Ling 凌老师 who previously worked in the reference department of Jiangsu Provincial Song and Dance Troupe. Gao Hua mentioned only the title of the work. After some search I think he refers to M.A. Suslov's work. Gao Hua referred to this work as dull and tedious->Obtained: From Teacher Ling 凌老师 who previously worked in the reference department of Jiangsu Provincial Song and Dance Troupe (SP0103.) Gao Hua mentioned only the title of the work. After some search I think he refers to M.A. Suslov's work. Gao Hua referred to this work as dull and tedious,SS00006->W0420,136,2,,,,en,2019-01-08,DM,2019-01-08->2021-01-02,DM->MG
->,A00686,P0130->AG0115,AT05,PS00387->W0216,,1975,1975,,,The author received this book as a gift from his father who intended to encourage him with some spirit support within this book,SS00149->W0471,438,2,,,,en,2019-01-08,DM,2019-08-24->2020-04-04,WH->DP
->,A00687,P0381->AG0343,AT21,PS09999->W0414,,19xx,19xx,,,'Shakespeare wrote that ninety percent of the people are slaves to their emotions.'  Ma Bo says so in a dialogue,SS00249->W0517,348,2,,uknown work by: P0339->unknown work by: AG0301,Added by LH transferred without rechecking requires further checks,en,2019-01-08,DM,2019-01-08->2020-04-04,DM->DP
->,A00690,P0320->AG0282,AT01,PS09999->W0414,,1970~,1970~,,,determined to improve herself intellectually she read everything her father recommended,SS00268->W0512,452,2,,unknown work by: P0323->unknown work by: AG0285,,en,2018-03-21,MG,2018-09-10->2020-04-04,DP
->,A00691,P0320->AG0282,AT01,PS09999->W0414,,1970~,1970~,,,determined to improve herself intellectually she read everything her father recommended,SS00268->W0512,452,2,,unknown work by: P0324->unknown work by: AG0286,,en,2018-03-21,MG,2018-09-10->2020-04-04,DP
->,A00692,P0336->AG0298,AT03,PS09999->W0414,P0329->AG0291,197x,197x,,,he was interested in the fact of having access to banned books,SS00269->W0513,188,2,,,Fix me! The Primary Source does not exist #394 this might be PS00309,en,2018-04-03,MG,2018-09-10->2020-04-04,DP
->,A00693,P0999->AG0626,AT03,PS00309->W0156,P0329->AG0291,1970,197x,,,access via a reference librarian a friend of the family,SS00269->W0513,189,2,,,,en,2018-04-03,MG,2018-09-10->2020-04-04,DP
->,A00694,P0106->AG0103,AT12,PS09999->W0414,,1967~,196x..197x,SP0442,,the authors home was plundered and all of his collections were confiscated by the red guards,SS00005->W0419,569,2,,,see #399 unknown source was: PS00294,en,2018-04-09,MG,2018-09-10->2021-01-02,DP->MG
->,A00695,P0106->AG0103,AT05,PS00300->W0153,,[1968..1974],[1968..1974],SP0055,,"There was a local cadre in charge of surveilling the educated youth in the village, so the author had no choice but to show the cadre quotations in Maos collected works or the title of this book would be considered as counterrevolutionary. ",SS00005->W0419,573,2,,,,en,2018-05-03,WH,2018-09-10->2021-01-02,DP->MG
->,A00701,P0999->AG0626,AT15,AW00104->W0550,,1976..1978,1976..1978,SP0002,,The movie was shown in prison,SS00251->W0519,113,2,,,,en,2018-06-25,MG,2018-06-25->2021-01-02,MG
->,A00702,P0412->AG0374,AT01,PS00088->W0045,,1971,1971,,,A mentions that the educated youths felt that the article made sense to a certain extent such as the reality of the xiaxiang movement the modernization of PRC etc.,SS00252->W0520,149,2,,,,en,2018-06-26,MG,2018-06-26->2020-04-04,MG->DP
->,A00703,P0020->AG0020,AT01,PS00088->W0045,,1971,1971,,,Gao remembers that hat during the criticism of Project 571 in his work unit one of his co-workers made a very strong statement about Lin Biao,SS00006->W0420,136,2,,,,en,2018-06-26,MG,2018-06-28->2020-04-04,MG->DP
->,A00704,P0020->AG0020,AT01,PS00001->W0001,,1966,1966,,,Gao Hua mentions that he was impressed by the fact that what Lu Xin expressed a few decades ago was still so real and relevant.,SS00006->W0420,134,2,,,,en,2018-06-26,MG,2018-06-26->2020-04-04,MG->DP
->,A00705,P0120->AG0114,AT02,Q0009->W0242,,195x..196x,195x..196x,,,Zhang Yang writes that since his childhood he ‚loved (reai) and worshipped / idolized Lu Xun‘. He noted down many memorable things by Lu Xun in his NOTEBOOK,SS00030->W0429,52,2,,,,en,2018-06-26,MG,2018-06-26->2020-04-04,MG->DP
->,A00706,P0120->AG0114,AT01,PS00463->W0243,,196x,196x,,,is moved by reading the text,SS00030->W0429,80,2,,,,en,2018-06-26,MG,2018-06-26->2020-04-04,MG->DP
->,A00707,P0120->AG0114,AT01,PS00465->W0245,,195x..196x,195x..196x,,,childhood reading,SS00030->W0429,419,2,,,,en,2018-06-28,MG,2018-06-28->2020-04-04,MG->DP
->,A00708,P0053->AG0052,AT01,PS00268->W0138,,192x..193x,192x..193x,,,unknown,SS00134->W0456,ONLINE SOURCE,2,,,,en,2018-06-28,MG,2018-06-28->2020-04-04,MG->DP
->,A00709,P0154->AG0134,AT05,PS00268->W0138,,196x..197x,196x..197x,,,unknown,SS00160->W0482,391,2,,,,en,2018-06-28,MG,2018-06-28->2020-04-04,MG->DP
->,A00710,P0999->AG0626,AT03,PS00466->W0246,P0037->AG0037,1962,1962,,,his parents handed the book over,SS00118->W0445,ONLINE SOURCE,2,,,,en,2018-06-28,MG,2018-06-28->2020-04-04,MG->DP
->,A00711,P0037->AG0037,AT01,PS00466->W0246,,1962,1962,,,unknown,SS00118->W0445,ONLINE SOURCE,2,,,,en,2018-06-28,MG,2018-06-28->2020-04-04,MG->DP
->,A00712,P0036->AG0036,AT04,PS00466->W0246,,196x..197x,196x..197x,,,made an adaptation,SS00118->W0445,ONLINE SOURCE,2,,,,en,2018-06-28,MG,2018-06-28->2020-04-04,MG->DP
->,A00713,P0064->AG0063,AT01,PS00466->W0246,,196x..197x,196x..197x,SP0446,,the book was read in school by a teacher who was denounced by Red Guards for restoring Kuomintang rule,SS00128->W0451,51,2,,,,en,2018-06-28,MG,2018-06-28->2021-01-02,MG
->,A00714,P0018->AG0018,AT05,PS09999->W0414,,196x..197x,196x..197x,,,mentioned as one of his favorite poets,SS00158->W0480,311,2,,unknown work by: P0414 G10->unknown work by: AG0376 G10,,en,2018-06-28,MG,2018-06-28->2020-04-04,MG->DP
->,A00715,P0120->AG0114,AT01,PS00218->W0095,,1952~,1952~,,,unknown,SS00030->W0429,56,2,,,,en,2018-07-03,MG,2018-07-03->2020-04-04,MG->DP
->,A00716,P0033->AG0033,AT01,PS00218->W0095,,1955~,1955~,,,unknown,SS00116->W0443,ONLINE SOURCE,2,,,,en,2018-07-03,MG,2018-07-03->2020-04-04,MG->DP
->,A00717,P0033->AG0033,AT16,PS00218->W0095,,1955~,1955~,,,unknown,SS00116->W0443,ONLINE SOURCE,2,,,,en,2018-07-03,MG,2018-07-03->2020-04-04,MG->DP
->,A00718,P0029->AG0029,AT05,PS00467->W0247,,1964..1966,1964..1966,,,Wu Hong mentions that this screenplay was very popular among his book-friends of that time,SS00029->W0428,119,2,,,,en,2018-07-03,MG,2018-07-03->2020-04-04,MG->DP
->,A00719,P0999->AG0626,AT03,PS00467->W0247,P0029->AG0029,1964..1966,1964..1966,,,access through private channels,SS00029->W0428,119,2,,,,en,2018-07-03,MG,2018-07-03->2020-04-04,MG->DP
->,A00720,P0107->AG0104,AT05,PS00467->W0247,,19xx,19xx,,,According to Wang Shiqiang's research this piece was one of the most influential yellow-covered books for the generation of pre-''misty'' poets. Translated by Huang Yushi 黄雨石,SS00247->W0510,78,1,,,,en,2018-07-03,MG,2018-07-03->2020-04-04,MG->DP
->,A00721,P0120->AG0114,AT05,PS09999->W0414,,196x..197x,196x..197x,,,Zhang mentions it as item listed in his uncle‘s notebook,SS00030->W0429,52,2,,unknown work by: P0417->unknown work by: AG0379,,en,2018-07-03,MG,2018-07-03->2020-04-04,MG->DP
->,A00722,P0020->AG0020,AT01,PS00468->W0248,,1972..197x,1972..197x,,,unknown,SS00006->W0420,137,2,,,,en,2018-07-04,MG,2018-07-04->2020-04-04,MG->DP
->,A00723,P0173->AG0149,AT03,PS00468->W0248,P0020->AG0020,1972..197x,1972..197x,,,unknown,SS00006->W0420,137,2,,,,en,2018-07-04,MG,2018-07-04->2020-04-04,MG->DP
->,A00724,P0173->AG0149,AT19,PS00468->W0248,P0020->AG0020,1972..197x,1972..197x,,,Liu and Gao discussed Russian literature frequently,SS00006->W0420,137,2,,,,en,2018-07-04,MG,2018-07-04->2020-04-04,MG->DP
->,A00725,P0032->AG0032,AT22,AW00105->W0551,,1969..197x,1969..197x,,,unknown,SS00109->W0436,ONLINE SOURCE,2,,,,en,2018-07-09,MG,2018-07-09->2020-04-04,MG->DP
->,A00726,P0031->AG0031,AT22,AW00105->W0551,,1969..197x,1969..197x,,,unknown,SS00109->W0436,ONLINE SOURCE,2,,,,en,2018-07-09,MG,2018-07-09->2020-04-04,MG->DP
->,A00727,P0037->AG0037,AT22,PS00469->W0249,,1964..1972,1964..1972,,,unknown,SS00118->W0445,ONLINE SOURCE,2,,,,en,2018-07-09,MG,2018-07-09->2020-04-04,MG->DP
->,A00728,P0004->AG0004,AT03,PS09999->W0414,P0018->AG0018,1976,1976,,,A collection of poems given as a birthday gift,SS00158->W0480,311,2,,unknown work by: P0004. one poem was titled: 我属于天空——1975->unknown work by: AG0004. one poem was titled: 我属于天空——1975,->read during rustication?,en,2018-07-09,MG,2018-07-09->2021-01-02,MG
->,A00729,P0120->AG0114,AT05,Q0010->W0250,,1975..1976,1975..1976,,,unknown,SS00030->W0429,196,2,,,,en,2018-07-10,MG,2018-07-10->2020-04-04,MG->DP
->,A00730,P0046->AG0045,AT09,PS00087->W0044,,1971,1971,,,every day in Xuexiban they had to learn and memorize paragraphs from the Little Red Book,SS00120->W0447,ONLINE SOURCE,2,,,,en,2018-07-10,MG,2018-07-10->2020-04-04,MG->DP
->,A00731,P0120->AG0114,AT01,PS00472->W0252,,1971~,1971~,SP0002,,Zhang read it in L0002 after the Lin Biao incident->Zhang read it after the Lin Biao incident,SS00030->W0429,110,2,,,,en,2018-07-10,MG,2018-07-23->2020-12-08,MG
->,A00732,P0624->AG0430,AT01,PS00472->W0252,,1971?,1971?,,,unknown,SS00253->W0521,324,2,,,,en,2018-07-10,MG,2018-07-17->2020-04-04,MG->DP
->,A00733,P0154->AG0134,AT01,PS00472->W0252,,1967..1969,1967..1969,,,unknown,SS00160->W0482,388,2,,,,en,2018-07-10,MG,2018-07-10->2020-04-04,MG->DP
->,A00734,P0239->AG0215,AT17,PS00473->W0253,,1968..1973,1968..1973,SP0010,,Ma Xiaodong and zhiqing friends recite a line from the Poem as they watch a beuatiful sundown in Yunnan during a mountain hike,SS00205->W0495,101,2,,,,en,2018-07-10,MG,2018-07-10->2021-01-02,MG
->,A00735,P0064->AG0063,AT01,PS00474->W0254,,1966,1966,,,Gao claims that he learned all 37 published poems by Mao by heart,SS00128->W0451,63,2,,,,en,2018-07-10,MG,2018-07-10->2020-04-04,MG->DP
->,A00736,P0064->AG0063,AT09,PS00474->W0254,,1966,1966,,,Gao claims that he learned all 37 published poems by Mao by heart,SS00128->W0451,63,2,,,,en,2018-07-10,MG,2018-07-10->2020-04-04,MG->DP
->,A00737,P0625->AG0431,AT01,PS00475->W0255,,197x,197x,,,Xu found a paragraph of this book convincing because it described clearly the relation between politics and literature.,SS00254->W0522,20,2,,,,en,2018-07-10,MG,2018-07-17->2020-04-04,MG->DP
->,A00738,P0064->AG0063,AT05,PS00475->W0255,,196x..197x,196x..197x,,,The works are mentioned but it‘s not clear whether Gao read them or not,SS00128->W0451,197,2,,,,en,2018-07-10,MG,2018-07-10->2020-04-04,MG->DP
->,A00739,P0999->AG0626,AT02,PS00475->W0255,,196x..197x,196x..197x,,,Han remembers a zhiqing who copied an English version of Mao‘s Selected Works to improve his English,SS00005->W0419,579,2,,,,en,2018-07-10,MG,2018-07-10->2020-04-04,MG->DP
->,A00740,P0625->AG0431,AT05,PS00476->W0256,,197x,197x,,,Xu noticed the influence the speech had,SS00254->W0522,29,2,,,,en,2018-07-10,MG,2018-07-17->2020-04-04,MG->DP
->,A00741,P0999->AG0626,AT03,PS00478->W0258,P0062->AG0061,1974,1974,SP0002,,The book was given to her while she was in L0002. The family used books for private communication->The family used books for private communication,SS00113->W0440,475,2,,,,en,2018-07-13,MG,2018-07-23->2020-12-08,MG
->,A00742,P0266->AG0242,AT01,PS00478->W0258,,1976,1976,,,Wong and her husband read Marx every monday,SS00210->W0500,170,2,,,,en,2018-07-17,MG,2018-07-24->2020-04-04,MG->DP
->,A00743,P0627->AG0433,AT01,PS00478->W0258,,1976,1976,,,Wong and her husband read Marx every monday,SS00210->W0500,170,2,,,,en,2018-07-17,MG,2018-07-24->2020-04-04,MG->DP
->,A00744,P0136->AG0121,AT01,PS00478->W0258,,196x..197x,196x..197x,,,unknown,SS00110->W0437,499f,2,,,,en,2018-07-17,MG,2018-07-17->2020-04-04,MG->DP
->,A00745,P0130->AG0115,AT04,PS00478->W0258,,1968~,1968~,SP0156,,Xu wanted to learn how to analyse social institutions,SS00149->W0471,423,2,,,,en,2018-07-17,MG,2018-07-17->2021-01-02,MG
->,A00746,P0055->AG0054,AT11,PS00478->W0258,,1926..1930,1926..1930,,,Hou translated this title during his stay in Europe,SS00131->W0454,ONLINE SOURCE,2,,,,en,2018-07-17,MG,2018-07-17->2020-04-04,MG->DP
