!,,,,,,,,+++,+++,---,---,,,+++,+++,,,---,,,,
@@,act_id,agent,action,act_object,act_target,start,end,narrative_time,substantial_discussion,site_information,discussion,source,page,source_status,fictionality,commentary,note,id_lang,created,created_by,last_modified,last_modified_by
->,A00408,AG0011->P0011,AT05,W0554->AW09999,,1966..1976,1966..1976,,She saw beautiful albums brought back from Europe for the first time in the painting masters’ home.,,She saw beautiful albums brought back from Europe for the first time in the painting masters’ home.,W0477->SS00155,56,1,,unknown work by: AG0320 AF01->unknown work by: P0358 AF01,read during rustication?->,en,2018-05-15,MG,2020-12-17->2019-06-22,MG->WH
->,A00409,AG0118->P0133,AT11,W0414->PS09999,,1979,1979,,unknown,,unknown,W0476->SS00154,537,2,,unknown work by: AG0321 G10->unknown work by: P0359 G10,,en,2018-05-15,MG,2020-04-04->2018-05-15,DP->MG
->,A00410,AG0626->P0999,AT17,W0172->PS00342,,1966..197x,1966..197x,,There was an educated youth who took story-telling as his unique ‚currency‘ so that he could ‚purchase‘ daily necessities with it.,,There was an educated youth who took story-telling as his unique ‚currency‘ so that he could ‚purchase‘ daily necessities with it.,W0419->SS00005,572,2,,,,en,2018-05-15,MG,2020-04-04->2018-05-15,DP->MG
->,A00411,AG0105->P0108,AT01,W0078->PS00194,,1966,1966,,In her point of view no 12-year-old child could read it without being stunned. Her parents‘ boss found out what she was reading and scolded her. She was marked as sb with inclinations to a capitalist life style.,,In her point of view no 12-year-old child could read it without being stunned. Her parents‘ boss found out what she was reading and scolded her. She was marked as sb with inclinations to a capitalist life style.,W0424->SS00012,158f,2,,,,en,2018-05-15,MG,2020-04-04->2018-05-15,DP->MG
->,A00412,AG0114->P0120,AT01,W0078->PS00194,,1973,1973,,unknown,,unknown,W0429->SS00030,56,2,,,,en,2018-05-15,MG,2020-04-04->2018-05-15,DP->MG
->,A00413,AG0324->P0362,AT01,W0078->PS00194,,197x,197x,,The author realized that love is totally different in real life than in books.,SP0436,The author realized that love is totally different in real life than in books.,W0516->SS00272,522,2,,,unknown place of rustication->,en,2018-05-15,MG,2020-12-17->2018-05-20,MG
->,A00414,AG0124->P0139,AT05,W0173->PS00343,,196x..197x,196x..197x,,unknown,,unknown,W0474->SS00152,7-10,1,,,,en,2018-05-15,MG,2020-04-04->2018-05-15,DP->MG
->,A00415,AG0626->P0999,AT19,W0414->PS09999,,196x..197x,196x..197x,,Han knew sb who was fascinated by this authors‘ theories,,Han knew sb who was fascinated by this authors‘ theories,W0419->SS00005,583,2,,unknown work by: AG0325->unknown work by: P0363,,en,2018-05-17,MG,2020-04-04->2018-05-17,DP->MG
->,A00416,AG0017->P0017,AT16,W0414->PS09999,,196x..197x,196x..197x,,Described Whitman as one of his biggest influences,SP0011,Described Whitman as one of his biggest influences,W0422->SS00009,220,2,,unknown work by: AG0326->unknown work by: P0364,read during rustication?->,en,2018-05-17,MG,2020-12-17->2018-05-17,MG
->,A00417,AG0018->P0018,AT05,W0414->PS09999,,196x..197x,196x..197x,,unknown,,unknown,W0480->SS00158,312,1,,unknown work by: AG0326->unknown work by: P0364,,en,2018-05-17,MG,2020-04-04->2018-05-17,DP->MG
->,A00418,AG0626->P0999,AT19,W0414->PS09999,,196x..197x,196x..197x,,Han knew sb who was fascinated by this authors‘ theories,,Han knew sb who was fascinated by this authors‘ theories,W0419->SS00005,583,2,,unknown work by: AG0327->unknown work by: P0365,,en,2018-05-17,MG,2020-04-04->2018-05-17,DP->MG
->,A00419,AG0017->P0017,AT05,W0414->PS09999,,196x..197x,196x..197x,,unknown,SP0011,unknown,W0422->SS00009,231,2,,unknown work by: AG0328->unknown work by: P0366,marked as neibu. read during rustication?->marked as neibu,en,2018-05-22,MG,2020-12-17->2018-05-22,MG
->,A00420,AG0018->P0018,AT01,W0414->PS09999,,196x..197x,196x..197x,,Most of the poems of Yans reading list were from the Soviet Union.,,Most of the poems of Yans reading list were from the Soviet Union.,W0480->SS00158,311,2,,unknown work by: AG0328->unknown work by: P0366,marked as neibu,en,2018-05-22,MG,2020-04-04->2018-05-22,DP->MG
->,A00421,AG0626->P0999,AT03,W0414->PS09999,AG0017->P0017,196x..197x,196x..197x,,unknown,,unknown,W0422->SS00009,231,2,,unknown work by: AG0328->unknown work by: P0366,marked as neibu,en,2018-05-22,MG,2020-04-04->2018-05-22,DP->MG
->,A00422,AG0626->P0999,AT02,W0414->PS09999,,196x..197x,196x..197x,,unknown,,unknown,W0422->SS00009,231,2,,unknown work by: AG0328->unknown work by: P0366,marked as neibu,en,2018-05-22,MG,2020-04-04->2018-05-22,DP->MG
->,A00423,AG0020->P0020,AT16,W0414->PS09999,,1976~,1976..1979,,Gao Hua imitated the way Yevtushenko highlighted the influence on himself and friends by the 20th Congress of the Communist Part of the Soviet Union. Gao Hua called himself and everyone who entered the university in 1977 1978 and 1979 ‘the product of the Third Plenum of the CCP’.,,Gao Hua imitated the way Yevtushenko highlighted the influence on himself and friends by the 20th Congress of the Communist Part of the Soviet Union. Gao Hua called himself and everyone who entered the university in 1977 1978 and 1979 ‘the product of the Third Plenum of the CCP’.,W0420->SS00006,138,2,,unknown work by: AG0329 G10->unknown work by: P0367 G10,,en,2018-05-22,MG,2020-04-04->2018-05-22,DP->MG
->,A00424,AG0018->P0018,AT05,W0414->PS09999,,196x..197x,196x..197x,,Most of the Poems of the authors reading list were from the Soviet Union.,,Most of the Poems of the authors reading list were from the Soviet Union.,W0480->SS00158,311,2,,unknown work by: AG0329 G10->unknown work by: P0367 G10,,en,2018-05-22,MG,2020-04-04->2018-05-22,DP->MG
->,A00425,AG0124->P0139,AT05,W0174->PS00344,,196x..197x,196x..197x,,unknown,,unknown,W0474->SS00152,7-10,1,,,,en,2018-05-22,MG,2020-04-04->2018-05-22,DP->MG
->,A00426,AG0104->P0107,AT05,W0174->PS00344,,196x..197x,196x..197x,,According to Wang Shiqiang this piece was one of the most influential yellow-covered books for the generation of pre-misty poets. Translated by Su Hang 苏杭 and others.,,According to Wang Shiqiang this piece was one of the most influential yellow-covered books for the generation of pre-misty poets. Translated by Su Hang 苏杭 and others.,W0423->SS00011,78,1,,,,en,2018-05-22,MG,2020-04-04->2018-05-22,DP->MG
->,A00427,AG0003->P0003,AT01,W0174->PS00344,,1963~,1963~,,unknown,,unknown,W0439->SS00112,38,2,,,,en,2018-05-22,MG,2020-04-04->2018-05-22,DP->MG
->,A00428,AG0626->P0999,AT01,W0175->PS00345,,196x..197x,196x..197x,,There was another educated youth who obtained a lot of military knowledge. Han mentions that he might have read this book.,,There was another educated youth who obtained a lot of military knowledge. Han mentions that he might have read this book.,W0419->SS00005,571,2,,,,en,2018-05-22,MG,2020-04-04->2018-05-22,DP->MG
->,A00429,AG0031->P0031,AT12,W0176->PS00346,,1969,1969,,the text was confiscated in prison,SP0002,the text was confiscated in prison,W0436->SS00109,ONLINE SOURCE,2,,,,en,2018-05-22,MG,2020-12-17->2018-05-22,MG
->,A00430,AG0116->P0131,AT01,W0178->PS00348,,1979,1979,,unknown,,unknown,W0475->SS00153,562,2,,,,en,2018-05-22,MG,2020-04-04->2018-05-23,DP->MG
->,A00431,AG0214->P0238,AT01,W0178->PS00348,,1966,1966,,she was fascinated by reading this novel.,,she was fascinated by reading this novel.,W0495->SS00205,94,2,,,,en,2018-05-23,MG,2020-04-04->2018-05-29,DP->MG
->,A00432,AG0335->P0373,AT11,W0178->PS00348,,196x..197x,196x..197x,,He was accused of spreading poisonous weeds,,He was accused of spreading poisonous weeds,W0433->SS00061,ONLINE SOURCE,1,,,,en,2018-05-23,MG,2020-04-04->2018-05-23,DP->MG
->,A00433,AG0029->P0029,AT01,W0179->PS00349,,1964..1966,1964..1966,,Unlike ‘Im Westen nichts Neues’ that he had read before ‘Arc de Triomphe’ and the character of the main protagonist moved Wu Hong deeply.,,Unlike ‘Im Westen nichts Neues’ that he had read before ‘Arc de Triomphe’ and the character of the main protagonist moved Wu Hong deeply.,W0428->SS00029,120,2,,,,en,2018-05-28,MG,2020-04-04->2018-05-29,DP->MG
->,A00434,AG0118->P0133,AT11,W0414->PS09999,,1979,1979,,unknown,,unknown,W0476->SS00154,537,2,,unknown work by: AG0340 G10->unknown work by: P0378 G10,,en,2018-05-28,MG,2020-04-04->2018-05-29,DP->MG
->,A00435,AG0117->P0132,AT23,W0554->AW09999,,1972~,1972~,,unknown,,unknown,W0430->SS00043,453,2,,unknown work by: AG0341 AF05->unknown work by: P0379 AF05,,en,2018-05-28,MG,2020-04-04->2018-05-29,DP->MG
->,A00436,AG0105->P0108,AT01,W0180->PS00350,,1966..1970~,1966..1970~,,unknown,SP0436,unknown,W0424->SS00012,159,2,,,unknown place of rustication->,en,2018-05-29,MG,2020-12-19->2018-05-29,MG
->,A00437,AG0020->P0020,AT01,W0180->PS00350,,1970..1975,1970..1975,,This novel was important to Gao Hua. He got access to many foreign books in a rear office where a lot of books from Nanjing Secondary Schools were stored.,,This novel was important to Gao Hua. He got access to many foreign books in a rear office where a lot of books from Nanjing Secondary Schools were stored.,W0420->SS00006,134,2,,,,en,2018-05-29,MG,2020-04-04->2018-05-29,DP->MG
->,A00438,AG0626->P0999,AT03,W0180->PS00350,AG0214->P0238,1966~,1966~,,Some people she knew were circulating this novel.,,Some people she knew were circulating this novel.,W0495->SS00205,94,2,,,,en,2018-05-29,MG,2020-04-04->2018-05-29,DP->MG
->,A00439,AG0214->P0238,AT05,W0180->PS00350,,1966~,1966~,,Even though the main character could easily be criticized as egocentric by the revolutionary standard of the day his personality attracted many people.,,Even though the main character could easily be criticized as egocentric by the revolutionary standard of the day his personality attracted many people.,W0495->SS00205,94,2,,,,en,2018-05-29,MG,2020-04-04->2018-06-02,DP->MG
->,A00440,AG0626->P0999,AT03,W0178->PS00348,AG0214->P0238,1966~,1966~,,her next-door neighbors had a big collection of Western literature. As they moved to the suburbs they left the key of the apartment to Ye‘s parents.,,her next-door neighbors had a big collection of Western literature. As they moved to the suburbs they left the key of the apartment to Ye‘s parents.,W0495->SS00205,94,2,,,,en,2018-05-29,MG,2020-04-04->2018-05-29,DP->MG
->,A00441,AG0029->P0029,AT05,W0180->PS00350,,1964~,1966~,,Wu Hong cites this novel as one of the most favourite and frequently read by his book friends between 1964 and the beginning of the CR.,,Wu Hong cites this novel as one of the most favourite and frequently read by his book friends between 1964 and the beginning of the CR.,W0428->SS00029,119,2,,,,en,2018-05-29,MG,2020-04-04->2018-05-29,DP->MG
->,A00442,AG0116->P0131,AT01,W0180->PS00350,,1972,1972,,unknown,,unknown,W0475->SS00153,559,2,,,,en,2018-05-29,MG,2020-04-04->2018-05-29,DP->MG
->,A00443,AG0343->P0381,AT02,W0181->PS00351,,1974~,1974~,,His ‘only companions during those […] nights were characters from books’,SP0114,His ‘only companions during those […] nights were characters from books’,W0517->SS00249,280,2,,,,en,2018-05-29,MG,2020-12-19->2018-05-30,MG
->,A00444,AG0343->P0381,AT09,W0181->PS00351,,1974~,1974~,,His ‘only companions during those […] nights were characters from books’,SP0114,His ‘only companions during those […] nights were characters from books’,W0517->SS00249,280,2,,,,en,2018-05-30,MG,2020-12-19->2018-05-30,MG
->,A00445,AG0046->P0047,AT15,W0546->AW00100,,1967,1967,,unknown,,unknown,W0472->SS00150,ONLINE SOURCE,2,,,,en,2018-06-01,MG,2020-04-04->2018-06-01,DP->MG
->,A00446,AG0043->P0043,AT15,W0546->AW00100,,1967,1967,,unknown,,unknown,W0472->SS00150,ONLINE SOURCE,2,,,,en,2018-06-01,MG,2020-04-04->2018-06-01,DP->MG
->,A00447,AG0046->P0047,AT15,W0547->AW00101,,1967,1967,,unknown,,unknown,W0472->SS00150,ONLINE SOURCE,2,,,,en,2018-06-01,MG,2020-04-04->2018-06-01,DP->MG
->,A00448,AG0043->P0043,AT15,W0547->AW00101,,1967,1967,,unknown,,unknown,W0472->SS00150,ONLINE SOURCE,2,,,,en,2018-06-01,MG,2020-04-04->2018-06-01,DP->MG
->,A00449,AG0010->P0010,AT01,W0182->PS00352,,1971..1972,1971..1972,,unknown,SP0025,unknown,W0441->SS00114,196,2,,,,en,2018-06-01,MG,2020-12-19->2018-06-01,MG
->,A00450,AG0029->P0029,AT05,W0183->PS00353,,1964..1966,1964..1966,,Wu Hong mentions that this book was one of the most-beloved and widely-read among his book friends.,,Wu Hong mentions that this book was one of the most-beloved and widely-read among his book friends.,W0428->SS00029,119,2,,,,en,2018-06-01,MG,2020-04-04->2018-06-01,DP->MG
->,A00451,AG0103->P0106,AT05,W0191->PS00361,,1972,1972?,,Han Shaogong mentions few neibu published books that become available to the sent-down youths after 1972.,,Han Shaogong mentions few neibu published books that become available to the sent-down youths after 1972.,W0431->SS00044,581,,,The year 1972 was overwhelming to the book lovers as they sensed there seemed to be a chance of opening up.,,en,2018-05-31,DM,2020-04-04->2018-05-31,DP->DM
->,A00452,AG0103->P0106,AT05,W0543->AW00091,,197x,197x,,Han Shaogong mentions three musical compositions that many zhiqing would listen to so often that eventually they would know them by heart.,,Han Shaogong mentions three musical compositions that many zhiqing would listen to so often that eventually they would know them by heart.,W0431->SS00044,578,,,,,en,2018-05-31,DM,2020-04-04->2018-05-31,DP->DM
->,A00453,AG0156->P0180,AT05,W0192->PS00362,,1966,1976?,,Song Yongyi mentions it as one of the most important neibu books during the Cultural Revolution.,,Song Yongyi mentions it as one of the most important neibu books during the Cultural Revolution.,W0435->SS00108,327,1,,,,en,2018-05-31,DM,2020-04-04->2018-05-31,DP->DM
->,A00454,AG0009->P0009,AT01,W0192->PS00362,,196x,197x,,Wang Shiqiang quotes Bei Dao reminiscing that they started reading neibu books already before the rustication time. Bei Dao is also quoted stating he had read this work many times in the early phase of his sent-down period.,,Wang Shiqiang quotes Bei Dao reminiscing that they started reading neibu books already before the rustication time. Bei Dao is also quoted stating he had read this work many times in the early phase of his sent-down period.,W0423->SS00011,78,,,"Bei Dao mentions that before the rustication, they have already started to read extensively. First, under the influence of his classmates he read books on politics, economics and history, in order to devote his life to the revolution. After he became a builder, he started to be interested in the literary works. At that time, the most popular books were the neibu books, namely yellow-covered books. Sartre's Novel was among the most influential for Bei Dao. ",,en,2018-05-31,DM,2020-04-04->2018-05-31,DP->DM
->,A00455,AG0118->P0133,AT05,W0192->PS00362,,1972,1978,,Bo Hua remembers reading an essay by Duo Duo 多多 titled 《1972-1978 被埋葬的中国诗人》 in which the author mentions Sartre‘s novel being read in the early 1970s.,,Bo Hua remembers reading an essay by Duo Duo 多多 titled 《1972-1978 被埋葬的中国诗人》 in which the author mentions Sartre‘s novel being read in the early 1970s.,W0431->SS00044,539,,,,,en,2018-05-31,DM,2020-04-04->2018-05-31,DP->DM
->,A00456,AG0103->P0106,AT05,W0192->PS00362,,1960,1980,,Han Shaogong mentions this book as one of neibu books that the sent-down youths read.,,Han Shaogong mentions this book as one of neibu books that the sent-down youths read.,W0431->SS00044,580,,,,,en,2018-05-31,DM,2020-04-04->2018-05-31,DP->DM
->,A00457,AG0124->P0139,AT05,W0192->PS00362,,1966,1976,,Xiao Xiao mentions it as one of the most important neibu books of the CR.,,Xiao Xiao mentions it as one of the most important neibu books of the CR.,W0474->SS00152,8,,,,,en,2018-05-31,DM,2020-04-04->2018-05-31,DP->DM
->,A00458,AG0117->P0132,AT25,W0544->AW00092,,197x,197x,,"Chen Jianhua remembers that this Japanese thriller was watched in so many households during the late 1970s that one could easily hear it sounding from the open windows when walking the streets at night, a situation which gave the streets a very particular pulse (脉搏).",,"Chen Jianhua remembers that this Japanese thriller was watched in so many households during the late 1970s that one could easily hear it sounding from the open windows when walking the streets at night, a situation which gave the streets a very particular pulse (脉搏).",W0431->SS00044,453,,,,,en,2018-05-31,DM,2020-04-04->2018-05-31,DP->DM
->,A00459,AG0124->P0139,AT05,W0194->PS00364,,1966,1976,,Xiao Xiao mentions it as one of the most important neibu books of the CR.,,Xiao Xiao mentions it as one of the most important neibu books of the CR.,W0474->SS00152,8,,,,,en,2018-05-31,DM,2020-04-04->2018-05-31,DP->DM
->,A00460,AG0156->P0180,AT05,W0193->PS00363,,1966,1976,,Song Yongyi mentions it as one of the most important neibu books during the Cultural Revolution.,,Song Yongyi mentions it as one of the most important neibu books during the Cultural Revolution.,W0435->SS00108,327,1,,,,en,2018-05-31,DM,2020-04-04->2018-05-31,DP->DM
->,A00461,AG0106->P0109,AT01,W0195->PS00365,,1969,1971,,"Shu Ting read this book in the early phase of her rustication (it was recommended to her by a friend, possibly a penpal), however, she gives no author name – Schiller’s book is the most likely text she refers to.",SP0436,"Shu Ting read this book in the early phase of her rustication (it was recommended to her by a friend, possibly a penpal), however, she gives no author name – Schiller’s book is the most likely text she refers to.",W0474->SS00152,301,,,,unknown place of rustication->,en,2018-05-31,DM,2020-12-19->2018-05-31,MG->DM
->,A00462,AG0103->P0106,AT19,W0554->AW09999,,1967,1967?,,Han Shaogong remembers that his fellow classmates were discussing Schubert’s music and that he did not know what they were talking about at that time.,,Han Shaogong remembers that his fellow classmates were discussing Schubert’s music and that he did not know what they were talking about at that time.,W0431->SS00044,565,,,unknown work by: AG0389->unknown work by: P0427,,en,2018-05-31,DM,2020-04-04->2018-05-31,DP->DM
->,A00463,AG0029->P0029,AT01,W0414->PS09999,,196x,1966?,,Wu Hong has discovered Walter Scott on his mother’s bookshelf. He would read Scott’s works during the period right before the CR when his parents were often absent from home. Wu states that what he had read in that time had a lasting influence on him until today.,,Wu Hong has discovered Walter Scott on his mother’s bookshelf. He would read Scott’s works during the period right before the CR when his parents were often absent from home. Wu states that what he had read in that time had a lasting influence on him until today.,W0428->SS00029,116,,,unknown work by: AG0390->unknown work by: P0428,,en,2018-05-31,DM,2020-04-04->2018-05-31,DP->DM
