act_id,agent,action,act_object,act_target,start,end,narrative_time,site_information,discussion,source,page,fictionality,commentary,note,created,created_by,last_modified,last_modified_by
A00684,AG0122,AT04,W0554,,1966..1976,1966..1976,NULL,,Fan Qian and his friend introduced these western painters to the guard teacher in the group of fine arts,W0485,350f,NULL,unknown work by: AG0415,,2019-01-08,DM,2020-04-04,DP
A00685,AG0020,AT05,W0215,,1966,1976,NULL,,Obtained: From Teacher Ling 凌老师 who previously worked in the reference department of Jiangsu Provincial Song and Dance Troupe (SP0103.) Gao Hua mentioned only the title of the work. After some search I think he refers to M.A. Suslov's work. Gao Hua referred to this work as dull and tedious,W0420,136,NULL,,,2019-01-08,DM,2021-01-02,MG
A00686,AG0115,AT05,W0216,,1975,1975,NULL,,The author received this book as a gift from his father who intended to encourage him with some spirit support within this book,W0471,438,NULL,,,2019-01-08,DM,2020-04-04,DP
A00687,AG0343,AT21,W0414,,19xx,19xx,NULL,,'Shakespeare wrote that ninety percent of the people are slaves to their emotions.'  Ma Bo says so in a dialogue,W0517,348,NULL,unknown work by: AG0301,Added by LH transferred without rechecking requires further checks,2019-01-08,DM,2020-04-04,DP
A00690,AG0282,AT01,W0414,,1970~,1970~,NULL,,determined to improve herself intellectually she read everything her father recommended,W0512,452,NULL,unknown work by: AG0285,,2018-03-21,MG,2020-04-04,DP
A00691,AG0282,AT01,W0414,,1970~,1970~,NULL,,determined to improve herself intellectually she read everything her father recommended,W0512,452,NULL,unknown work by: AG0286,,2018-03-21,MG,2020-04-04,DP
A00692,AG0298,AT03,W0414,AG0291,197x,197x,NULL,,he was interested in the fact of having access to banned books,W0513,188,NULL,,Fix me! The Primary Source does not exist #394 this might be PS00309,2018-04-03,MG,2020-04-04,DP
A00693,AG0626,AT03,W0156,AG0291,1970,197x,NULL,,access via a reference librarian a friend of the family,W0513,189,NULL,,,2018-04-03,MG,2020-04-04,DP
A00694,AG0103,AT12,W0414,,1967~,196x..197x,NULL,SP0442,the authors home was plundered and all of his collections were confiscated by the red guards,W0419,569,NULL,,see #399 unknown source was: PS00294,2018-04-09,MG,2021-01-02,MG
A00695,AG0103,AT05,W0153,,[1968..1974],[1968..1974],NULL,SP0055,"There was a local cadre in charge of surveilling the educated youth in the village, so the author had no choice but to show the cadre quotations in Maos collected works or the title of this book would be considered as counterrevolutionary. ",W0419,573,NULL,,,2018-05-03,WH,2021-01-02,MG
A00701,AG0626,AT15,W0550,,1976..1978,1976..1978,NULL,SP0002,The movie was shown in prison,W0519,113,NULL,,,2018-06-25,MG,2021-01-02,MG
A00702,AG0374,AT01,W0045,,1971,1971,NULL,,A mentions that the educated youths felt that the article made sense to a certain extent such as the reality of the xiaxiang movement the modernization of PRC etc.,W0520,149,NULL,,,2018-06-26,MG,2020-04-04,DP
A00703,AG0020,AT01,W0045,,1971,1971,NULL,,Gao remembers that hat during the criticism of Project 571 in his work unit one of his co-workers made a very strong statement about Lin Biao,W0420,136,NULL,,,2018-06-26,MG,2020-04-04,DP
A00704,AG0020,AT01,W0001,,1966,1966,NULL,,Gao Hua mentions that he was impressed by the fact that what Lu Xin expressed a few decades ago was still so real and relevant.,W0420,134,NULL,,,2018-06-26,MG,2020-04-04,DP
A00705,AG0114,AT02,W0242,,195x..196x,195x..196x,NULL,,Zhang Yang writes that since his childhood he ‚loved (reai) and worshipped / idolized Lu Xun‘. He noted down many memorable things by Lu Xun in his NOTEBOOK,W0429,52,NULL,,,2018-06-26,MG,2020-04-04,DP
A00706,AG0114,AT01,W0243,,196x,196x,NULL,,is moved by reading the text,W0429,80,NULL,,,2018-06-26,MG,2020-04-04,DP
A00707,AG0114,AT01,W0245,,195x..196x,195x..196x,NULL,,childhood reading,W0429,419,NULL,,,2018-06-28,MG,2020-04-04,DP
A00708,AG0052,AT01,W0138,,192x..193x,192x..193x,NULL,,unknown,W0456,ONLINE SOURCE,NULL,,,2018-06-28,MG,2020-04-04,DP
A00709,AG0134,AT05,W0138,,196x..197x,196x..197x,NULL,,unknown,W0482,391,NULL,,,2018-06-28,MG,2020-04-04,DP
A00710,AG0626,AT03,W0246,AG0037,1962,1962,NULL,,his parents handed the book over,W0445,ONLINE SOURCE,NULL,,,2018-06-28,MG,2020-04-04,DP
A00711,AG0037,AT01,W0246,,1962,1962,NULL,,unknown,W0445,ONLINE SOURCE,NULL,,,2018-06-28,MG,2020-04-04,DP
A00712,AG0036,AT04,W0246,,196x..197x,196x..197x,NULL,,made an adaptation,W0445,ONLINE SOURCE,NULL,,,2018-06-28,MG,2020-04-04,DP
A00713,AG0063,AT01,W0246,,196x..197x,196x..197x,NULL,SP0446,the book was read in school by a teacher who was denounced by Red Guards for restoring Kuomintang rule,W0451,51,NULL,,,2018-06-28,MG,2021-01-02,MG
A00714,AG0018,AT05,W0414,,196x..197x,196x..197x,NULL,,mentioned as one of his favorite poets,W0480,311,NULL,unknown work by: AG0376 G10,,2018-06-28,MG,2020-04-04,DP
A00715,AG0114,AT01,W0095,,1952~,1952~,NULL,,unknown,W0429,56,NULL,,,2018-07-03,MG,2020-04-04,DP
A00716,AG0033,AT01,W0095,,1955~,1955~,NULL,,unknown,W0443,ONLINE SOURCE,NULL,,,2018-07-03,MG,2020-04-04,DP
A00717,AG0033,AT16,W0095,,1955~,1955~,NULL,,unknown,W0443,ONLINE SOURCE,NULL,,,2018-07-03,MG,2020-04-04,DP
A00718,AG0029,AT05,W0247,,1964..1966,1964..1966,NULL,,Wu Hong mentions that this screenplay was very popular among his book-friends of that time,W0428,119,NULL,,,2018-07-03,MG,2020-04-04,DP
A00719,AG0626,AT03,W0247,AG0029,1964..1966,1964..1966,NULL,,access through private channels,W0428,119,NULL,,,2018-07-03,MG,2020-04-04,DP
A00720,AG0104,AT05,W0247,,19xx,19xx,NULL,,According to Wang Shiqiang's research this piece was one of the most influential yellow-covered books for the generation of pre-''misty'' poets. Translated by Huang Yushi 黄雨石,W0510,78,NULL,,,2018-07-03,MG,2020-04-04,DP
A00721,AG0114,AT05,W0414,,196x..197x,196x..197x,NULL,,Zhang mentions it as item listed in his uncle‘s notebook,W0429,52,NULL,unknown work by: AG0379,,2018-07-03,MG,2020-04-04,DP
A00722,AG0020,AT01,W0248,,1972..197x,1972..197x,NULL,,unknown,W0420,137,NULL,,,2018-07-04,MG,2020-04-04,DP
A00723,AG0149,AT03,W0248,AG0020,1972..197x,1972..197x,NULL,,unknown,W0420,137,NULL,,,2018-07-04,MG,2020-04-04,DP
A00724,AG0149,AT19,W0248,AG0020,1972..197x,1972..197x,NULL,,Liu and Gao discussed Russian literature frequently,W0420,137,NULL,,,2018-07-04,MG,2020-04-04,DP
A00725,AG0032,AT22,W0551,,1969..197x,1969..197x,NULL,,unknown,W0436,ONLINE SOURCE,NULL,,,2018-07-09,MG,2020-04-04,DP
A00726,AG0031,AT22,W0551,,1969..197x,1969..197x,NULL,,unknown,W0436,ONLINE SOURCE,NULL,,,2018-07-09,MG,2020-04-04,DP
A00727,AG0037,AT22,W0249,,1964..1972,1964..1972,NULL,,unknown,W0445,ONLINE SOURCE,NULL,,,2018-07-09,MG,2020-04-04,DP
A00728,AG0004,AT03,W0414,AG0018,1976,1976,NULL,,A collection of poems given as a birthday gift,W0480,311,NULL,unknown work by: AG0004. one poem was titled: 我属于天空——1975,read during rustication?,2018-07-09,MG,2021-01-02,MG
A00729,AG0114,AT05,W0250,,1975..1976,1975..1976,NULL,,unknown,W0429,196,NULL,,,2018-07-10,MG,2020-04-04,DP
A00730,AG0045,AT09,W0044,,1971,1971,NULL,,every day in Xuexiban they had to learn and memorize paragraphs from the Little Red Book,W0447,ONLINE SOURCE,NULL,,,2018-07-10,MG,2020-04-04,DP
A00731,AG0114,AT01,W0252,,1971~,1971~,NULL,SP0002,Zhang read it after the Lin Biao incident,W0429,110,NULL,,,2018-07-10,MG,2020-12-08,MG
A00732,AG0430,AT01,W0252,,1971?,1971?,NULL,,unknown,W0521,324,NULL,,,2018-07-10,MG,2020-04-04,DP
A00733,AG0134,AT01,W0252,,1967..1969,1967..1969,NULL,,unknown,W0482,388,NULL,,,2018-07-10,MG,2020-04-04,DP
A00734,AG0215,AT17,W0253,,1968..1973,1968..1973,NULL,SP0010,Ma Xiaodong and zhiqing friends recite a line from the Poem as they watch a beuatiful sundown in Yunnan during a mountain hike,W0495,101,NULL,,,2018-07-10,MG,2021-01-02,MG
A00735,AG0063,AT01,W0254,,1966,1966,NULL,,Gao claims that he learned all 37 published poems by Mao by heart,W0451,63,NULL,,,2018-07-10,MG,2020-04-04,DP
A00736,AG0063,AT09,W0254,,1966,1966,NULL,,Gao claims that he learned all 37 published poems by Mao by heart,W0451,63,NULL,,,2018-07-10,MG,2020-04-04,DP
A00737,AG0431,AT01,W0255,,197x,197x,NULL,,Xu found a paragraph of this book convincing because it described clearly the relation between politics and literature.,W0522,20,NULL,,,2018-07-10,MG,2020-04-04,DP
A00738,AG0063,AT05,W0255,,196x..197x,196x..197x,NULL,,The works are mentioned but it‘s not clear whether Gao read them or not,W0451,197,NULL,,,2018-07-10,MG,2020-04-04,DP
A00739,AG0626,AT02,W0255,,196x..197x,196x..197x,NULL,,Han remembers a zhiqing who copied an English version of Mao‘s Selected Works to improve his English,W0419,579,NULL,,,2018-07-10,MG,2020-04-04,DP
A00740,AG0431,AT05,W0256,,197x,197x,NULL,,Xu noticed the influence the speech had,W0522,29,NULL,,,2018-07-10,MG,2020-04-04,DP
A00741,AG0626,AT03,W0258,AG0061,1974,1974,NULL,SP0002,The family used books for private communication,W0440,475,NULL,,,2018-07-13,MG,2020-12-08,MG
A00742,AG0242,AT01,W0258,,1976,1976,NULL,,Wong and her husband read Marx every monday,W0500,170,NULL,,,2018-07-17,MG,2020-04-04,DP
A00743,AG0433,AT01,W0258,,1976,1976,NULL,,Wong and her husband read Marx every monday,W0500,170,NULL,,,2018-07-17,MG,2020-04-04,DP
A00744,AG0121,AT01,W0258,,196x..197x,196x..197x,NULL,,unknown,W0437,499f,NULL,,,2018-07-17,MG,2020-04-04,DP
A00745,AG0115,AT04,W0258,,1968~,1968~,NULL,SP0156,Xu wanted to learn how to analyse social institutions,W0471,423,NULL,,,2018-07-17,MG,2021-01-02,MG
A00746,AG0054,AT11,W0258,,1926..1930,1926..1930,NULL,,Hou translated this title during his stay in Europe,W0454,ONLINE SOURCE,NULL,,,2018-07-17,MG,2020-04-04,DP
A00747,AG0020,AT01,W0259,,196x..1970,196x..1970,NULL,,Gao often read marxist-leninist literature,W0420,137,NULL,,,2018-07-17,MG,2020-04-04,DP
A00748,AG0020,AT01,W0050,,196x..1971,196x..1971,NULL,,Gao often read marxist-leninist literature,W0420,137,NULL,,,2018-07-17,MG,2020-04-04,DP
A00749,AG0124,AT05,W0261,,196x..197x,196x..197x,NULL,,unknown,W0474,7-10,NULL,,Pls check source again for detailed info,2018-07-17,MG,2020-04-04,DP
A00750,AG0103,AT01,W0414,,1967,1967,NULL,,unknown,W0419,569,NULL,unknown work by: AG0305,,2018-07-17,MG,2020-04-04,DP
A00751,AG0103,AT12,W0414,,1967..197x,1967..197x,NULL,,all of his collections were confiscated by Red Guards,W0419,569,NULL,unknown work by: AG0305,,2018-07-17,MG,2020-04-04,DP
A00752,AG0106,AT01,W0262,,1969..1972,1969..1972,NULL,SP0436,recommended by a friend (possibly penpal),W0425,301,NULL,,,2018-07-17,MG,2021-01-02,MG
A00753,AG0053,AT01,W0414,,1950..196x,1950..196x,NULL,,he was interested in the classics and read them a lot,W0458,ONLINE SOURCE,NULL,unknown work by: AG0435,,2018-07-20,MG,2020-04-04,DP
A00754,AG0047,AT01,W0414,,1940..1950,1940..1950,NULL,SP0437,he read the classics in his childhood,W0458,ONLINE SOURCE,NULL,unknown work by: AG0435. he learned this in sishu (私塾),,2018-07-20,MG,2020-12-08,MG
A00755,AG0114,AT05,W0414,,196x..197x,196x..197x,NULL,,Zhang mentions it as item listed in his uncle‘s notebook,W0429,52,NULL,unknown work by: AG0435,,2018-07-20,MG,2020-04-04,DP
A00756,AG0029,AT01,W0414,,196x..1966,196x..1966,NULL,,unknown,W0428,116f,NULL,unknown work by: AG0436,,2018-07-20,MG,2020-04-04,DP
A00757,AG0143,AT03,W0414,AG0029,196x..1966,196x..1966,NULL,SP0442,Wu Hong had access to many books via his mother‘s private collection,W0428,116f,NULL,unknown work by: AG0436,,2018-07-20,MG,2021-01-02,MG
A00758,AG0106,AT02,W0414,,1969..1972,1969..1972,NULL,SP0436,copied into her notebook,W0425,301,NULL,unknown work by: AG0438,,2018-07-20,MG,2021-01-02,MG
A00759,AG0130,AT05,W0264,,19xx,19xx,NULL,,Link mentions this title as listed by Jiang Qing with seven other works as 'highly recommended' reading,W0434,170,NULL,,no source or date for the list is given,2018-07-20,MG,2020-04-04,DP
A00760,AG0020,AT01,W0265,,1971..197x,1971..197x,NULL,,unknown,W0420,137,NULL,Accessed in L0001,,2018-07-23,MG,2020-04-04,DP
A00761,AG0114,AT01,W0414,,1952~,1952~,NULL,,unknown,W0429,57,NULL,unknown work by: AG0107,,2018-07-24,MG,2020-04-04,DP
A00762,AG0103,AT12,W0414,,1967..196x,1967..196x,NULL,,The text was confiscated by Red Guards,W0419,569,NULL,unknown work by: AG0107,,2018-07-24,MG,2020-04-04,DP
A00763,AG0002,AT01,W0266,,1962,1962,NULL,,unknown,W0492,18,NULL,Accessed in L0003 in PL0300,,2018-07-30,MG,2020-04-04,DP
A00764,AG0125,AT23,W0553,,1978,1978,NULL,SP0070,was very impressed,W0479,74,NULL,,,2018-08-03,MG,2021-01-02,MG
A00765,AG0009,AT01,W0414,,196x..197x,196x..197x,NULL,,doesn‘t like these poems,W0487,32,NULL,unknown work by: AG0229 G10,,2018-08-03,MG,2020-04-04,DP
A00766,AG0033,AT01,W0267,,1955~,1955~,NULL,SP0446,read this book in elementary school,W0443,ONLINE SOURCE,NULL,,,2018-08-16,MG,2021-01-02,MG
A00767,AG0002,AT01,W0268,,1962..1963,1962..1963,NULL,,recommended by P0021,W0492,18,NULL,,,2018-08-16,MG,2020-04-04,DP
A00768,AG0029,AT02,W0011,,1966,1969,NULL,,During the early period of the CR Wu was transferred from one place to another for investigation. He found a shouchaoben copy signed Lu Xun there and memorized the entire collection. He was transferred to the Film Academy (still under arrest) where he put Lu Xuns collection on paper. The copy was found and confiscated by the supervisor.,W0428,121,NULL,,,2017-07-28,LH,2020-04-04,DP
A00769,AG0103,AT12,W0414,,1967?,1967?,NULL,SP0442,Later the authors home was plundered as well and all of his collections were confiscated by the red guards.,W0419,569,NULL,unknown work by: AG0001 G28,,2017-07-28,LH,2021-01-02,MG
A00770,AG0014,AT03,W0004,AG0105,1972,1975,NULL,,Zhao Yifan copied Ticket to the Stars and handed it to Xu Xiao,W0424,381,NULL,,,2017-07-12,OS,2020-04-04,DP
A00800,AG0506,AT26,W0414,,1966,1966~,NULL,,Sasha Gong says that Pushkin was her favorite writer and poet at the time,W0523,96,NULL,unknown work by: AG0286,,2018-10-16,LH,2020-04-04,DP
A00801,AG0506,AT01,W0134,,1966,1966~,NULL,,Sasha Gong describes how she and the other kids borrowed comic books at a rental shop and read them,W0523,99,NULL,,,2018-10-16,LH,2020-04-04,DP
A00802,AG0506,AT27,W0134,,1966,1966~,NULL,,Sasha Gong describes how she and the other kids borrowed comic books at a rental shop and read them,W0523,99,NULL,,,2018-10-16,LH,2020-04-04,DP
A00803,AG0626,AT14,W0414,,1966,1966,NULL,,One hot day in August 1966 all the books in that store were burned by the Red Guards following the general instructions of Chairman Mao to destroy old things. … Burning pages flew into the air. Children ran around chasing them trying to catch relics of a dying culture to preserve even a tiny fragment of the fading memory of happy moments.,W0523,100,NULL,,,2018-10-16,LH,2020-04-04,DP
A00804,AG0506,AT01,W0269,,1968,1968,NULL,,Sasha Gong describes how to readers in 1968 life in a Siberian labor camp was enviable. Through reading the novel she understands the Chinese situation better,W0523,123-126,NULL,,,2018-10-16,LH,2020-04-04,DP
A00805,AG0506,AT26,W0414,,1971~,1971~,NULL,SP0420,I wasn‘t so thrilled by the French except for Victor Hugo but I loved the Russian authors,W0523,147,NULL,unknown work by: AG0237,read during rustication?,2018-10-16,LH,2021-03-11,MG
A00806,AG0506,AT02,W0414,,1971~,1971~,NULL,SP0420,,W0523,148,NULL,unknown work by: AG0286,read during rustication?,2018-10-16,LH,2021-03-11,MG
A00810,AG0252,AT01,W0414,,1972..,1972..,NULL,,After Nixon’s visit to China P0644’s name began to become well known in some small circles of people.,W0499,287,NULL,unknown work by: AG0450,,2018-10-19,MG,2020-04-04,DP
A00811,AG0103,AT01,W0414,,1972~,1972~,NULL,SP0055,"This book belonged to the ""neibu"" collection at that time.",W0419,580,NULL,unknown work by: AG0451,,2018-10-19,MG,2021-01-02,MG
A00812,AG0197,AT01,W0414,,1962?,1970?,NULL,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,W0490,249,NULL,unknown work by: AG0079,,2018-10-19,MG,2020-04-04,DP
A00813,AG0020,AT01,W0414,,1970..197x,1970..197x,NULL,,The books were from the Nanjing secondary schools and were stored in an office after the schools were moved to the countryside,W0420,134,NULL,unknown work by: AG0626 G02 about AG0452,,2018-10-24,MG,2020-04-04,DP
A00814,AG0020,AT01,W0414,,1970..197x,1970..197x,NULL,,The books were from the Nanjing secondary schools and were stored in an office after the schools were moved to the countryside,W0420,134,NULL,unknown work by: AG0626 G02 about AG0453,,2018-10-24,MG,2020-04-04,DP
A00815,AG0020,AT01,W0414,,1970..197x,1970..197x,NULL,,The books were from the Nanjing secondary schools and were stored in an office after the schools were moved to the countryside,W0420,134,NULL,unknown work by: AG0626 G02 about AG0454,,2018-10-24,MG,2020-04-04,DP
A00816,AG0020,AT01,W0414,,1970..197x,1970..197x,NULL,,The books were from the Nanjing secondary schools and were stored in an office after the schools were moved to the countryside,W0420,134,NULL,unknown work by: AG0626 G02 about AG0455,,2018-10-24,MG,2020-04-04,DP
A00817,AG0020,AT01,W0414,,1970..197x,1970..197x,NULL,,The books were from the Nanjing secondary schools and were stored in an office after the schools were moved to the countryside,W0420,134,NULL,unknown work by: AG0626 G02 about AG0456,,2018-10-24,MG,2020-04-04,DP
