act_id,agent,action,act_object,act_target,start,end,narrative_time,site_information,discussion,source,page,fictionality,commentary,note,id_lang,created,created_by,last_modified,last_modified_by
A00648,AG0032,AT22,W0240,,1969~,1969~,,SP0002,In prison Huang and his friend Zhu recalled many stories from books they had read before,W0436,119,,,,en,2018-06-01,MG,2020-04-04,DP
A00649,AG0031,AT22,W0240,,1969~,1969~,,SP0002,In prison Huang and his friend Zhu recalled many stories from books they had read before,W0436,560f,,,,en,2018-06-01,MG,2020-04-04,DP
A00650,AG0106,AT01,W0414,,1969~,1972~,,SP0436,A friend (possibly penpal) recommended to read Li. Was among the favorites of her readings in classical literature,W0425,116-119,,,,en,2017-09-22,MG,2020-04-04,DP
A00651,AG0124,AT05,W0151,,1966,1976,,,Xiao Xiao mentions it as one of the most important neibu books of the CR,W0474,518,,,,en,2018-11-13,WH,2021-01-09,MG
A00652,AG0114,AT05,W0414,,19XX,19XX,,,List of author names of which Zhang's uncle had made notes in his notebook,W0429,ONLINE SOURCE,,,,en,2018-02-14,OS,2020-04-04,DP
A00653,AG0197,AT01,W0269,,1962?,1970?,,,The educated youths read many foreign books in underground salong during the 1978s secretly,W0490,531,,unknown work by: AG0248,,en,2018-06-25,MG,2020-04-04,DP
A00654,AG0124,AT05,W0269,,1966,1976,,,Xiao Xiao mentions it as one of the most important neibu books of the CR,W0474,191,,,,en,2018-11-24,WH,2020-04-04,DP
A00655,AG0156,AT05,W0269,,1966,1976,,,Song Yongyi mentions it as one of the most important grey-covered books during the CR,W0435,ONLINE SOURCE,,,,en,2018-05-23,MG,2020-04-04,DP
A00656,AG0103,AT05,W0269,,1972,1976,,SP0055,The author mentions it among others as an important reading for him and his zhiqing fellows.,W0421,78,,,,en,2018-02-08,OS,2020-04-04,DP
A00657,AG0057,AT01,W0207,,1966,1967~,,,the text is about the author's experience when he was a student at the Beijing No. 4 High School (SP0005.) He encountered the May 17 Notification and took part in the Red guards raging the campus and households. He wrote that beating people to death was entirelyrmal at that time and lots of people also suicided,W0427,137,,,,en,2018-07-17,MG,2020-04-04,DP
A00658,AG0310,AT01,W0208,,1971~,1971~,,,He was reading the book before he was arrested.,W0514,157,,,,en,2018-11-06,WH,2020-04-04,DP
A00659,AG0118,AT01,W0209,,1979,1979,,SP0446,The author and his classmates in middle school founded a private study group and they used to read a lot of books they could reach at that time.,W0476,ONLINE SOURCE,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-11,MG,2020-04-04,DP
A00670,AG0103,AT05,W0209,,1972,1976,,SP0055,The author mentions it among others as an important reading for him and his zhiqing fellows.,W0421,195,,,,en,2017-08-20,MG,2020-12-09,MG
A00671,AG0029,AT01,W0414,,1966?,1966?,,SP0442,From a private collection of his (Wu Hong's) mother. Wu Hong has discovered this author himself. Wu Hong refers to his readings during the period right before the CR ( and when his parents were often absent from home) as peculiar. Till the present day Wu Hong finds it difficult to access what he has obtain from his readings at that time,W0428,258-259,,,,en,2018-01-25,OS,2020-04-04,DP
A00672,AG0031,AT05,W0210,,1969..,1969..,,SP0002,Huang got in to the Sichuan Second Prison in 1969 Summer due to his diary. He was sent to labor reform and he met Zhu Shixian 朱时贤 there. The text is about their lives in the prison. They recall and read many literature in the prison. Zhu suicided in the prison. While Zhu Shixian's 朱时贤 dead body was being checked Huang recalled the soviet book’s title,W0436,280,,,,en,2018-05-30,MG,2020-12-19,MG
A00673,AG0105,AT01,W0211,,1974~,1974~,,SP0436,This work supported the process of alienation towards her parents and giving Xu a more rebellious edge,W0432,189,,,,en,2018-04-05,MG,2020-04-04,DP
A00674,AG0020,AT01,W0211,,1966,1976,,,unknown,W0420,74,F,,pls check act_start and end,en,2020-02-24,MG,2022-05-09,DP
A00675,AG0214,AT01,W0211,,1966,1966,,,unknown,W0495,134,,unknown work by: AG0626 G43 about AG0208,,en,2018-10-24,MG,2020-04-04,DP
A00676,AG0103,AT01,W0211,,1968?,1974?,,SP0055,Some educated youth exchanged and read this book and if they were inquired about by the local cadres they answer would be 'two line struggle' and the author of the book is the uncle of Marx. And those cadres would care no more because they knew nothing about it.,W0421,219,,,,en,2017-08-20,MG,2020-12-09,MG
A00677,AG0029,AT01,W0414,,1966?,1966?,,SP0442,From a private collection of his (Wu Hong's) mother. Wu Hong has discovered this author himself. Wu Hong refers to his readings during the period right before the CR ( and when his parents were often absent from home) as peculiar. Till the present day Wu Hong finds it difficult to access what he has obtain from his readings at that time,W0428,ONLINE SOURCE,,,,en,2018-02-01,OS,2021-01-12,MG
A00678,AG0130,AT05,W0211,,1966,1976,,,Perry Link mentions that The Red and the Black ‘became well known and an intensely sought prize during the Cultural Revolution when Jiang Qing listed it with seven other works as highly recommended reading.’ This explains the post-CR success of the book.’,W0434,ONLINE SOURCE,,,,en,2018-05-14,MG,2020-04-04,DP
A00679,AG0124,AT05,W0212,,1966,1976,,,Xiao Xiao mentions it as one of the most important neibu books of the CR,W0474,576,,,,en,2018-11-16,WH,2021-01-09,MG
A00680,AG0020,AT01,W0212,,1966,1976,,,Gao Hua mentioned this book as one those that informed his opinion about the real life in the Soviet Union,W0420,174,F,the songtext he had promised to Laidi,,en,2020-05-31,MG,2022-05-09,DP
A00681,AG0045,AT01,W0213,,1970~,1970~,,,Xie read the book to kill time while isolated examination.,W0447,ONLINE SOURCE,,,,en,2018-07-17,MG,2020-04-04,DP
A00682,AG0626,AT31,W0382,AG0003,1970?,1970?,,,The author teaches a young man these poems and the young man writes them down.,W0486,162f,,unknown work by: AG0209,,en,2018-04-06,MG,2020-04-04,DP
A00683,AG0123,AT05,W0554,,..1966,..1966,,,At that time Chinese painting lovers liked the style of Russia and the former Soviet Union.,W0438,327,,,,en,2018-08-04,DM,2020-04-04,DP
A00684,AG0122,AT04,W0554,,1966..1976,1966..1976,,,Fan Qian and his friend introduced these western painters to the guard teacher in the group of fine arts,W0485,162f,,unknown work by: AG0264,,en,2018-04-06,MG,2020-04-04,DP
A00685,AG0020,AT05,W0215,,1966,1976,,,Obtained: From Teacher Ling 凌老师 who previously worked in the reference department of Jiangsu Provincial Song and Dance Troupe (SP0103.) Gao Hua mentioned only the title of the work. After some search I think he refers to M.A. Suslov's work. Gao Hua referred to this work as dull and tedious,W0420,174,F,,,en,2020-05-31,MG,2022-05-09,DP
A00686,AG0115,AT05,W0216,,1975,1975,,,The author received this book as a gift from his father who intended to encourage him with some spirit support within this book,W0471,,,,,en,2018-11-04,WH,2021-01-05,MG
A00687,AG0343,AT21,W0414,,19xx,19xx,,,'Shakespeare wrote that ninety percent of the people are slaves to their emotions.'  Ma Bo says so in a dialogue,W0517,518,,,,en,2018-11-13,WH,2021-01-09,MG
A00690,AG0282,AT01,W0414,,1970~,1970~,,,determined to improve herself intellectually she read everything her father recommended,W0512,454,,,,en,2018-03-23,MG,2020-12-16,MG
A00691,AG0282,AT01,W0414,,1970~,1970~,,,determined to improve herself intellectually she read everything her father recommended,W0512,56,,,,en,2018-03-17,WH,2020-04-04,DP
A00692,AG0298,AT03,W0414,AG0291,197x,197x,,,he was interested in the fact of having access to banned books,W0513,74,,,,en,2017-08-31,MG,2020-04-04,DP
A00693,AG0626,AT03,W0156,AG0291,1970,197x,,,access via a reference librarian a friend of the family,W0513,80,,,,en,2018-03-27,MG,2020-04-04,DP
A00694,AG0103,AT12,W0414,,1967~,196x..197x,,SP0442,the authors home was plundered and all of his collections were confiscated by the red guards,W0419,27,F,unknown work; G52,Translation,en,2021-07-10,MG,2022-05-09,DP
A00695,AG0103,AT05,W0153,,[1968..1974],[1968..1974],,SP0055,"There was a local cadre in charge of surveilling the educated youth in the village, so the author had no choice but to show the cadre quotations in Maos collected works or the title of this book would be considered as counterrevolutionary. ",W0419,30-32,F,unknown work by P1206,Translation,en,2021-07-03,MG,2022-05-09,DP
A00701,AG0626,AT15,W0550,,1976..1978,1976..1978,,SP0002,The movie was shown in prison,W0519,531,,,,en,2018-11-14,WH,2020-04-04,DP
A00702,AG0374,AT01,W0045,,1971,1971,,,A mentions that the educated youths felt that the article made sense to a certain extent such as the reality of the xiaxiang movement the modernization of PRC etc.,W0520,548,,,,en,2018-11-15,WH,2021-01-09,MG
A00703,AG0020,AT01,W0045,,1971,1971,,,Gao remembers that hat during the criticism of Project 571 in his work unit one of his co-workers made a very strong statement about Lin Biao,W0420,443,F,unknown work by P1276,Translation,en,2021-07-21,MG,2022-05-09,DP
A00704,AG0020,AT01,W0001,,1966,1966,,,Gao Hua mentions that he was impressed by the fact that what Lu Xin expressed a few decades ago was still so real and relevant.,W0420,420,F,unknown work; G41,Translation,en,2021-07-21,MG,2022-05-09,DP
A00705,AG0114,AT02,W0242,,195x..196x,195x..196x,,,Zhang Yang writes that since his childhood he ‚loved (reai) and worshipped / idolized Lu Xun‘. He noted down many memorable things by Lu Xun in his NOTEBOOK,W0429,93,,,,en,2018-02-13,OS,2020-04-04,DP
A00706,AG0114,AT01,W0243,,196x,196x,,,is moved by reading the text,W0429,56,,,,en,2018-07-03,MG,2020-04-04,DP
A00707,AG0114,AT01,W0245,,195x..196x,195x..196x,,,childhood reading,W0429,ONLINE SOURCE,,,,en,2018-07-03,MG,2020-04-04,DP
A00708,AG0052,AT01,W0138,,192x..193x,192x..193x,,,unknown,W0456,136,,,,en,2018-11-04,WH,2020-04-04,DP
A00709,AG0134,AT05,W0138,,196x..197x,196x..197x,,,unknown,W0482,453,,unknown work by: AG0464,,en,2018-04-11,WH,2020-04-04,DP
A00710,AG0626,AT03,W0246,AG0037,1962,1962,,,his parents handed the book over,W0445,ONLINE SOURCE,,,,en,2018-07-09,MG,2020-04-04,DP
A00711,AG0037,AT01,W0246,,1962,1962,,,unknown,W0445,101,,,,en,2018-07-10,MG,2021-01-02,MG
A00712,AG0036,AT04,W0246,,196x..197x,196x..197x,,,made an adaptation,W0445,63,,,,en,2018-07-10,MG,2020-04-04,DP
A00713,AG0063,AT01,W0246,,196x..197x,196x..197x,,SP0446,the book was read in school by a teacher who was denounced by Red Guards for restoring Kuomintang rule,W0451,7-10,,,,en,2019-01-07,DM,2020-04-04,DP
A00714,AG0018,AT05,W0414,,196x..197x,196x..197x,,,mentioned as one of his favorite poets,W0480,249,,unknown work by: AG0096 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2020-04-04,DP
A00715,AG0114,AT01,W0095,,1952~,1952~,,,Zhang Yang refers to this is a childhood reading (age 8),W0429,195,,,,en,2018-02-11,OS,2022-05-16,DP
A00716,AG0033,AT01,W0095,,1955~,1955~,,,unknown,W0443,136,,,,en,2018-06-18,MG,2020-04-04,DP
A00717,AG0033,AT16,W0095,,1955~,1955~,,,unknown,W0443,132,,,,en,2018-06-19,MG,2020-04-04,DP
A00718,AG0029,AT05,W0247,,1964..1966,1964..1966,,,Wu Hong mentions that this screenplay was very popular among his book-friends of that time,W0428,249,,,,en,2018-02-02,OS,2020-12-09,MG
A00719,AG0626,AT03,W0247,AG0029,1964..1966,1964..1966,,,access through private channels,W0428,461,,,,en,2017-12-17,MG,2020-12-09,MG
A00720,AG0104,AT05,W0247,,19xx,19xx,,,According to Wang Shiqiang's research this piece was one of the most influential yellow-covered books for the generation of pre-''misty'' poets. Translated by Huang Yushi 黄雨石,W0510,116f,,unknown work by: AG0566,,en,2018-12-16,WH,2021-01-12,MG
A00721,AG0114,AT05,W0414,,196x..197x,196x..197x,,,Zhang mentions it as item listed in his uncle‘s notebook,W0429,106,,,,en,2018-03-27,MG,2020-04-04,DP
A00722,AG0020,AT01,W0248,,1972..197x,1972..197x,,,unknown,W0420,34,F,,,en,2020-06-27,MG,2022-05-09,DP
A00723,AG0149,AT03,W0248,AG0020,1972..197x,1972..197x,,,unknown,W0420,23,F,unknown work by P1262,Translation,en,2021-07-19,MG,2022-05-09,DP
A00724,AG0149,AT19,W0248,AG0020,1972..197x,1972..197x,,,Liu and Gao discussed Russian literature frequently,W0420,417,F,unknown work by P1267,Translation,en,2021-07-21,MG,2022-05-09,DP
A00725,AG0032,AT22,W0551,,1969..197x,1969..197x,,,unknown,W0436,531,,,,en,2018-06-05,MG,2021-01-02,MG
A00726,AG0031,AT22,W0551,,1969..197x,1969..197x,,,unknown,W0436,581,,The year 1972 was overwhelming to the book lovers as they sensed there seemed to be a chance of opening up.,,en,2018-05-31,DM,2020-04-04,DP
A00727,AG0037,AT22,W0249,,1964..1972,1964..1972,,,unknown,W0445,63,,,,en,2018-07-10,MG,2020-04-04,DP
A00728,AG0004,AT03,W0414,AG0018,1976,1976,,,A collection of poems given as a birthday gift,W0480,569,,unknown work by: AG0001 G28,,en,2017-07-28,LH,2020-04-04,DP
A00729,AG0114,AT05,W0250,,1975..1976,1975..1976,,,unknown,W0429,ONLINE SOURCE,,,,en,2018-07-03,MG,2020-04-04,DP
A00730,AG0045,AT09,W0044,,1971,1971,,,every day in Xuexiban they had to learn and memorize paragraphs from the Little Red Book,W0447,499f,,,,en,2018-07-17,MG,2020-04-04,DP
A00731,AG0114,AT01,W0252,,1971~,1971~,,SP0002,Zhang read it after the Lin Biao incident,W0429,ONLINE SOURCE,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-31,MG,2020-04-04,DP
A00732,AG0430,AT01,W0252,,1971?,1971?,,,unknown,W0521,548,,,,en,2018-11-15,WH,2021-01-09,MG
A00733,AG0134,AT01,W0252,,1967..1969,1967..1969,,,unknown,W0482,452,,unknown work by: AG0138,DP: See #397 ?,en,2018-03-21,MG,2020-04-04,DP
A00734,AG0215,AT17,W0253,,1968..1973,1968..1973,,SP0010,Ma Xiaodong and zhiqing friends recite a line from the Poem as they watch a beuatiful sundown in Yunnan during a mountain hike,W0495,134,,unknown work by: AG0626 G43 about AG0457,,en,2018-10-24,MG,2020-04-04,DP
A00735,AG0063,AT01,W0254,,1966,1966,,,Gao claims that he learned all 37 published poems by Mao by heart,W0451,327,,,,en,2019-01-07,DM,2020-04-04,DP
A00736,AG0063,AT09,W0254,,1966,1966,,,Gao claims that he learned all 37 published poems by Mao by heart,W0451,581,,,,en,2019-01-07,DM,2021-01-02,MG
A00737,AG0431,AT01,W0255,,197x,197x,,,Xu found a paragraph of this book convincing because it described clearly the relation between politics and literature.,W0522,196,,,,en,2018-11-24,WH,2020-04-04,DP
A00738,AG0063,AT05,W0255,,196x..197x,196x..197x,,,The works are mentioned but it‘s not clear whether Gao read them or not,W0451,123-126,,,,en,2018-10-16,LH,2020-04-04,DP
A00739,AG0626,AT02,W0255,,196x..197x,196x..197x,,,Han remembers a zhiqing who copied an English version of Mao‘s Selected Works to improve his English,W0419,30-32,F,unknown work by P1210,Translation,en,2021-07-03,MG,2022-05-09,DP
A00740,AG0431,AT05,W0256,,197x,197x,,,Xu noticed the influence the speech had,W0522,17,,,,en,2018-11-25,WH,2020-04-04,DP
A00741,AG0626,AT03,W0258,AG0061,1974,1974,,SP0002,The family used books for private communication,W0440,ONLINE SOURCE,,,,en,2018-07-09,WH,2020-12-19,MG
A00742,AG0242,AT01,W0258,,1976,1976,,,Wong and her husband read Marx every monday,W0500,536,,unknown work by: AG0621,please check the source again to adjust act type and other relevant info see issue #299,en,2019-03-09,MG,2020-04-04,DP
A00743,AG0433,AT01,W0258,,1976,1976,,,Wong and her husband read Marx every monday,W0500,580,,unknown work by: AG0201 G24,,en,2019-03-09,MG,2021-01-09,MG
A00744,AG0121,AT01,W0258,,196x..197x,196x..197x,,,unknown,W0437,78,,"Bei Dao mentions that before the rustication, they have already started to read extensively. First, under the influence of his classmates he read books on politics, economics and history, in order to devote his life to the revolution. After he became a builder, he started to be interested in the literary works. At that time, the most popular books were the neibu books, namely yellow-covered books. Sartre's Novel was among the most influential for Bei Dao. ",,en,2018-05-31,DM,2020-04-04,DP
A00745,AG0115,AT04,W0258,,1968~,1968~,,SP0156,Xu wanted to learn how to analyse social institutions,W0471,82,,,,en,2018-11-04,WH,2020-04-04,DP
A00746,AG0054,AT11,W0258,,1926..1930,1926..1930,,,Hou translated this title during his stay in Europe,W0454,134,,,,en,2018-11-04,WH,2020-04-04,DP
A00747,AG0020,AT01,W0259,,196x..1970,196x..1970,,,Gao often read marxist-leninist literature,W0420,34,F,,,en,2020-06-27,MG,2022-05-09,DP
A00748,AG0020,AT01,W0050,,196x..1971,196x..1971,,,Gao often read marxist-leninist literature,W0420,235,F,I0137,Translation,en,2021-07-21,MG,2022-05-09,DP
A00749,AG0124,AT05,W0261,,196x..197x,196x..197x,,,unknown,W0474,191,,,,en,2018-11-24,WH,2020-04-04,DP
A00750,AG0103,AT01,W0414,,1967,1967,,,unknown,W0419,9,F,unknown work ; G14,Translation,en,2021-07-10,MG,2022-05-09,DP
